4,24,29,20,23
26
74.53,85.85,90.61,69.32,60.55,54.71,35.26,34.65,117.97,45.12,54.27,87.08,68.51,69.28,82.8,36.12,64.15,50.49,52.5,43.93,49.88,71.8,81.47,36.69,72.39,78.57,60.53,67.84,76.22,34.07,71.57,79.63,66.08,95.02,66.44,24.35,67.88,33.47,24.67,75.01,50.17,53.98,117.41,49.89,30.97,26.81,60.56,62.8,75.38,23.76,75.03,71.23,38.6,25.37,30.68,69.13,55.56,81.79,81.52,55.52,42.04,105.39,103.99,108.23,30.05,70.49,98.44,27.52,99.82,86.44,78.3,53.04,68.09,66.7,91.05,89.37,34.69,98.95,108.61,52.98,87.24,21.15,58.24,82.59,50.67,117.54,87.66,76.52,83.97,32.35,69.49,90.38,42.94,97.71,67.63,65.25,109.38,22.63,91.08,38.05,52.74,39.06,30.14,111.47,83.51,36.75,89.84,83.03,92.48,40.16,24.81,112.81,54.35,78.55,21.83,45.48,91.15,19.66,37.41,24.06,65.27,35.19,48.24,22.32,25.95,75.04,99.26,73.84,71.45,67.25,51.41,60.08,73.44,38.11,65.9,49.89,54.03,46.43,76.7,112.95,88.67,117.86,95.83,33.86,63,101.63,45.38,43.11,59.13,83.38,43.73,75.88,44.79,74.36,104.19,31.52,107.48,102.98,22.05,117.17,85.98,57.7,25.66,40.46,124.51,88.17,78.34,83.09,56.71,40.4,80.35,59.02,85.26,35.06,62.67,90.47,114.73,26.29,65.22,53.58,63.91,56.25,75.6,64.95,86.07,78.35,66.4,69.07,95.65,22.37,30.59,81.68,25.37,55.32,83.18,27.34,107.09,24.6,106.38,38.64,36.29,65.72,104.57,33.05,47.18,107.03,44.53,26.51,55.56,99.76,87.85,74.38,66.89,30.94,99.94,44.28,86.88,70.26,110.26,27.38,62.47,88.84,37.81,30.74,118.55,72.33,61.82,84.04,85.58,30.31,121.43,20.72,102.84,46.6,66.16,28.59,49.07,51.34,29.52,59.34,74.47,92.29,47.56,65.19,43.27,81.5,80.72,18.62,54.96,79.21,91.96,82.07,90.82,35.38,61.56,50.01,72.66,43.48,91.93,72.75,104.15,40.35,74.44,21.65,113.9,78.62,74.29,87.07,77.02,63.76,60.18,22.75,84.32,98.84,74.69,43.67,52.21,76.68,34.37,24.09,92.27,68.93,32.7,58.29,42.63,26.71,25.73,45.43,111.08,28.62,37.6,65.54,105.15,79.98,28.02,45.87,94.99,50.68,21.16,83.54
73.09,101.47,101.96,69.26,69.25,39.59,33.15,25.15,79.78,49.65,71.59,105.61,49.16,61.48,80.65,33.33,67.52,50.36,45.89,57.11,53.65,110,73.96,42.85,55.69,77.78,60.18,99.05,96.29,43.5,112.45,97.6,68.18,76.59,91.54,24.82,81.93,35.86,27.58,69.02,40.47,54.88,94.63,59.05,29.65,25.21,66.27,65.56,63.98,29.45,84.81,83.6,34.45,27.68,33.96,48.93,54.51,78.22,66.68,62.69,53.27,99.03,95.88,102.74,26.18,99.14,96.9,25.39,90.58,99.89,97.65,45.46,67.19,69.49,98.26,94.39,41.68,89.04,94.36,46.11,87,33.45,69.74,105.11,45.65,113.55,97.98,70.51,73.33,42.6,85.49,100.28,45.53,97.87,77.64,63.58,77.7,20.42,95.31,48.78,58.59,49.51,32.09,85.27,74.11,37.63,116.1,91,106.42,53.32,24.12,115.64,61.01,114.27,25.49,39.2,95.13,26.29,54.81,24.22,83.79,40.48,71.16,25.35,25.96,62.8,82.05,86.85,67.24,77.63,53.12,58.44,85.64,52.96,67.85,50.17,59.38,52.53,76,94.57,75.2,121.34,71.22,33.36,62.38,97.92,51.94,34.94,54.11,79.57,40.24,70.16,39.76,64.97,99.04,32.26,87.32,115.59,20.25,129.67,80.56,68.92,27.78,44,96.6,79.69,91.88,87.05,71.94,60.99,64.86,74.12,71.48,38.5,69.59,98.05,75.42,30.44,74.77,53.16,60.6,58.15,75.76,54.44,90.98,85.03,62.55,73.02,103.6,18.81,27.34,82.41,30.65,42.94,78.33,25.38,83.9,28.14,106.13,48.54,38.08,76.51,106.66,38.98,48.59,108.58,46.71,32.45,56.2,114.73,70.7,73.3,74.04,33.94,85.53,66.91,85.08,73.44,107.81,30.18,59.85,86.43,37.72,33.57,94.53,77.35,44.5,97.54,79.9,29.98,91.99,27.08,98.73,59.49,90.26,24.13,48.1,40.52,28.63,56.35,98.39,86.99,55.42,77.39,35.92,83.91,79.36,18.45,69.28,94.53,78.75,76.67,78.17,26.48,69.97,40.28,78.26,35.66,104.78,80.79,78.39,33.67,61.49,21.92,118,66.65,64.43,72.05,59.2,72.47,64.24,23.7,87.15,86.01,64.44,41.03,57.83,71.06,32.87,24.62,111.59,101.31,34.35,75.22,43.23,23.98,22.57,41.81,100.21,32.9,29.35,88.88,91.16,74.9,31.96,36.03,102.1,71.59,24.65,95.69
74.6,103.59,108.13,56.8,88.29,58.95,25.23,39.13,140.13,44.13,54.4,112.3,67.77,60.95,97.63,26.33,76.72,41.23,39.85,61.97,47.42,111.05,85.97,37.22,60.61,76.99,49.4,80.04,77.69,34.28,71.6,95.49,65.46,72.71,75.27,25.36,76.88,38.05,20.63,73.56,44.99,68.11,104.09,38.46,28.71,38.2,79.28,66.9,58.46,26.68,101.84,80.5,41.73,30.07,44.82,60.04,56.11,71.96,68.15,49.24,57.64,109.01,90.83,101.21,31.27,84.42,91.41,19.96,82.57,91.82,85.15,46.49,54.41,79.3,72.73,103.02,39.37,108.25,88.59,44.41,79.33,24.38,67.29,94.61,55.53,100.14,80.16,63.15,90.92,40.86,54.58,84.38,40.75,104.81,57.02,51.22,105.31,23.96,74.9,51.08,50.77,32.29,34.78,96.61,62.92,34.49,94.53,81.34,85.99,43.41,24.14,89.61,71.67,104.15,24.42,43.92,85.48,27.76,42.86,19.77,85.78,33.14,51.84,24.43,35.17,63.04,90.69,77.26,74.86,90.62,64.21,56.48,86.17,52.45,61.66,59.79,53.04,36.78,91,87.32,97.5,115.38,75.01,34.77,65.5,88.99,50.83,35.59,59.58,82.06,46.38,66.06,48.13,79.12,82.77,38.59,101.79,114.45,25.3,106.7,65.44,69.87,35.52,34.93,90.17,65.69,114.8,79.59,59.1,54.16,62.27,69.14,72.11,42.16,68.04,74.58,81.05,31.11,90.18,59.45,47.17,84.04,71.19,56.6,99.98,84.16,66.39,81.78,114.32,27.13,34.14,70.92,28.91,52.87,76.65,29.58,111.89,23.34,72.05,49.83,39.81,91.75,87.61,36.65,38.84,96.9,55.45,28.81,46.96,120.5,83.85,82.11,83.05,35.23,83.79,48.18,68.78,92.36,78.94,28.57,85.46,73.25,32.67,40.66,112.95,80.48,60.83,100.7,77.77,28.67,117.03,31.64,122.27,52.6,76.6,27.72,53.23,37.59,32.93,62.43,94.01,99.68,56.67,77.58,46.88,69.48,89.49,25.3,53.92,98.07,85.34,72.15,100.98,31.51,85.73,47.61,92.95,39.91,95.35,71.84,103.48,40.12,88.14,21.72,109.53,70.83,57.61,82.36,71.23,70.3,68.45,24.83,77.91,105.7,65.96,47.37,52,55.1,32.25,32.26,112.59,92.52,30.09,55.74,49.3,32.06,27.72,44.35,100.24,35.3,28.81,99.77,98.87,67.92,34.75,31.43,76.65,75.2,28.02,89.09
52.98,102.41,112.21,52.46,80.59,51.15,28.17,35.78,85.44,43.61,67.55,99.11,72.75,73.67,67,36.3,86.18,54.4,37.65,42.96,57.8,90.19,101.93,34.11,62.03,75.02,57.56,85.91,79,34.3,98.48,80.32,64.59,74.52,65.55,27.59,66.04,31.99,19.26,84.66,49.94,59.34,95.62,50.1,39.84,24.54,74.24,87.29,70.04,33.53,68.7,95.63,31.52,36.34,33.69,55.11,52.47,65.81,77.39,45.81,58.69,81.29,107.4,77.45,21.67,85.7,81.92,20.25,78.92,96.88,87.93,49.27,48.18,65.52,75.41,96.14,30.24,97.35,101.58,48.73,97.63,28.4,80.53,100.27,49.66,118.36,87.79,79.34,72.69,38.01,71.93,107.48,36.77,86.94,72.38,52.4,84.28,23.77,75.7,31.53,48.48,34.46,23.21,98.88,59.6,25.85,105.75,96.45,75.18,50.17,21.87,87.44,68.71,77.14,26.9,35.33,100.63,26.81,39.8,18.86,75.62,33.1,59.87,25.11,33.73,70.56,85.8,85.01,62.9,75.04,67.41,59.11,78.28,43.53,66.23,55.17,71.31,52.39,100.55,106.74,110.2,84.33,84.39,35.87,64.23,96.25,53.3,36.32,60.77,84.83,54.04,72.31,36.08,59.46,118.31,34.22,90.64,99.9,21.58,98.31,67.96,62.55,32.12,38.69,93.01,62.18,94,102.62,51.88,38.07,63.94,68.8,79.73,30.53,62.44,65.16,93.74,32.18,89.16,55.48,57.5,70.72,68.29,56.3,89.48,64.79,60.42,76.09,81.48,19.93,24.5,81.73,26.08,39.25,69.63,28.87,102.45,27.34,98.22,48.6,28.77,74.74,73.37,42.16,36.08,85.78,39.85,27.41,43.29,84.98,84.31,73.59,94.18,25.7,111,56.75,77.08,79.92,85.67,36.31,55.06,56.13,41.92,26.88,99.64,97.84,65.3,82.84,94.68,23.31,95.31,23.32,113.67,53.38,67.18,36.13,37.83,46.07,26.02,41.1,71.65,90.34,45,73.98,41.04,77.18,93.58,23.48,76.98,112.77,89.27,63.25,71.62,33.05,70.7,50.64,83.57,32.77,78.23,86.54,92.01,32.16,55,21.12,114.26,82.62,59.15,64.37,66.53,63.04,48.67,29.74,68.2,112.33,59.96,42.88,68.39,67.33,27.31,22.62,107.55,72.59,31.56,81.71,51.57,31,20.59,48.79,76.73,34.25,36.97,85.8,92.05,60.79,28.41,33.94,84.29,51.18,18.74,80.48
61.18,108.17,113.07,62.55,73.75,50.01,37.49,30.41,92.11,59.36,77.88,80.33,69.64,77.35,89.89,33.6,81.37,41.4,40.28,45.59,60.13,76.88,89.03,49.38,74.5,71,45.06,81.24,77.22,30.94,105.96,71.33,58.64,85.61,86.98,27.54,88.91,26.73,21.24,84.08,40.4,57.83,93.89,51.48,37.71,30.26,60.51,62.18,78.47,25.77,82.43,78.32,37.24,32.44,31.39,62.97,56.49,84.15,70.97,65.63,44.57,87.5,103.64,83.7,27.97,86.43,87.51,21.07,92.45,100.62,79.75,39.72,55.34,76.52,83.48,90.24,27.1,99.04,111.77,37.27,75.63,31.67,70.21,82.22,45.27,101.22,89.47,82.63,82.78,38.08,61.11,102.39,31.75,105.57,59.42,57.93,122.36,19.88,84.66,36.96,55.88,40.84,24.69,92.48,87.3,30.27,121.02,74.77,89.15,47.06,26.5,102.56,70.63,77.13,20.29,39.1,90.96,21.66,51.1,18.31,71.53,39.19,53.75,25.53,36.29,73.08,99.36,67.8,56.94,73.95,51.74,48.85,71.06,37.03,53.39,52.52,50.14,53.61,102.81,110.96,81.37,122.96,83.26,39.44,51.72,82.57,55.33,45,46.49,82.81,53.43,84.07,52.08,74.45,84.51,35.81,88.9,85.7,26.45,83.77,83.75,63.82,25.07,45.65,115.1,86.16,93.95,93.74,60.83,39.75,77.79,57.09,72.59,29.6,61.47,77.93,101.08,25.22,91.44,45.97,44.49,56.72,72.43,56.34,81.8,85.94,63.62,78.68,90.44,18.07,26.95,78.46,25.85,43.24,54.61,27.01,99.03,26,81.56,37.39,37.64,84.08,94.23,32.72,51.62,86.35,47.77,42.24,47.45,84.26,81.44,97.88,65.72,28.98,95.34,52.08,97.67,68.42,91.11,40.32,65.39,79.38,39.92,38.5,115.38,99.47,60.61,79.2,76.25,31.22,115.54,22.47,93.66,43.55,61.75,37.15,40.62,39.36,26.25,47.21,87.77,119.2,44.69,71.99,41.25,84.88,79.9,20.69,69.05,103.54,74.19,73.61,94.36,31.27,59.43,49.06,94.77,43.36,98.02,86.57,84.78,38.91,64.38,26.36,105.85,70.43,63.49,60.42,56.12,74.98,63.5,30.38,95.33,121.58,77.21,42.97,51.49,56.07,25.98,28.08,92.73,74.85,33.49,64.64,50.98,29.08,18.9,43.85,107.96,29.3,27.81,84.13,90.62,71.02,33.38,32.32,71.82,57.05,26.04,84.67
61.48,107.87,91.45,56.12,84.48,50.34,25.63,29.54,124.49,43.53,85.23,89.79,54.89,61.32,81.15,29.38,79.55,53.1,47.85,52.46,62.39,80.82,104.98,47.51,66.51,61.75,40.23,81.66,94.96,30.67,106.05,94.43,61.88,89.01,75.57,28.02,72.51,30.93,27.64,66.14,61.09,69.69,132.65,40.23,38.43,28.81,65.51,79.12,77.61,33.25,107.31,103.77,40.79,34.38,46.2,66.07,51.36,74.63,69.62,63.66,59.19,85.85,86.68,77.02,29.12,110.15,83.47,24.83,80.51,95.33,96.92,51.41,56.74,81.05,75.25,93.63,36.9,104.08,115.99,53.18,86.94,26.89,78.29,93.1,44.82,83.49,91.76,70.71,90.79,39.61,69.38,87.23,41.37,113.24,64.79,44.54,129.79,24.33,78.69,40.28,47.39,30.72,25.2,95.36,78.05,38.71,109.22,92.48,77.89,44.98,25.16,116.01,68.2,77.27,25.45,44.53,84.8,25.52,45.47,19.73,86.84,37.44,57.45,21,33.91,71.6,91.59,72.84,76.03,76.45,60.74,48.64,78.88,42.93,76.53,56.36,66.34,55.56,81.83,87.11,86.35,106.02,107.85,35,73.85,88.04,49.49,40.72,49.29,68.51,54.34,74.21,43.98,87.6,103.68,28.23,70.77,94.56,19.52,128.11,94.92,57.01,24.24,39.33,100.15,70.74,109.85,95.67,70.78,59.73,67.98,68.17,80.02,39.98,49.75,77.04,121.01,32.48,82.38,55.82,64.51,69.82,83.38,59.72,96.1,78.31,59.1,73.11,101.51,24.36,23.57,89.66,22.61,49.14,57.44,33.36,100.98,29.77,86.14,49.85,31.21,69.31,89.98,41.14,50.8,108.5,39.2,29.07,56.48,84.34,103.16,74.57,87.74,29.53,115.04,67.7,72.91,88.57,78.37,37.78,67.9,58.16,39.47,25.47,110.7,100.5,68.18,82.5,86.26,24.91,83.41,32.33,107.55,51.13,67.01,36.86,36.55,40.41,26.12,55.58,108.05,110.44,48.65,82.61,52.77,89.61,98.01,24.57,53.69,83.73,70.15,76.83,78.85,27.12,87.14,39.11,75.02,35.52,84.63,79.86,77.03,42.53,62.2,25.3,114,87.28,81.56,78.69,57.16,89.98,55.54,26.32,69.9,127.07,54.39,43.63,63.35,58,31.16,31.3,101.74,76.46,36.11,68.18,36.86,27.96,20.25,50.83,87.43,25.47,37.57,98.58,92.72,54.5,28.91,43.67,85.24,61.81,30.62,76.38
56.88,100.13,118.83,76.58,81.42,59.18,32.3,28.63,130.55,49.7,62.53,107.05,55.13,85.6,70.87,29.66,88.85,45.81,43.65,50.81,47.95,104.68,95.48,40.81,55.79,63.81,46.42,90.88,72.22,33.46,83.75,100.36,53.63,96.01,65.37,26.58,80.33,38.42,23.95,59.45,53.33,60.69,95.68,44.1,34.27,28.43,61.01,88.91,69.54,24.7,84.24,90.33,29.68,31.41,34.22,48.39,53.86,83.47,72.13,61.21,54.73,99.86,107.49,76.45,31.82,85.85,104.97,24.58,91.77,78.32,85.98,50.1,51.03,73.04,74.24,95.85,29.38,90.36,114.66,41.23,91.57,21.69,79.83,74.99,54.1,100.47,84.73,65.55,88.44,36.49,60.06,109.89,42.92,107.43,80.04,66.16,97.29,19.23,70.94,33.09,54.21,42.42,25.67,105.85,63.87,30.35,92.56,104.16,89.66,50.71,22.2,90.18,66.02,103.36,25.79,46.41,107.83,25.43,52.27,18.61,88.25,31.47,61.96,30.23,24.65,75.23,116.13,74.94,79.29,62.96,52.38,63.32,65.2,38.39,60.4,50.02,60.13,36.9,92.93,111.24,90.61,94.43,87.01,32.9,61.42,95.57,46.58,42.09,52.67,83.76,42.97,82.4,53.48,66.87,127.94,36.06,87.66,94.93,28.07,111.68,60.03,78.6,30.91,35.67,108.85,81.34,79.45,82.09,57.22,50.41,68.04,54.66,63.39,37.17,65.22,86.64,103.92,28.45,83.57,64.59,54.56,74.73,73.62,59.61,118.71,79.2,59.38,82.18,109.5,22.94,30.13,91.46,27.86,48.13,63.91,23.14,105.47,22.38,83.43,37.84,30.68,63.79,75.87,33.71,39.24,76.72,49.45,30.48,53.94,87.84,101.83,79.94,79.28,30.25,111.2,46.64,98.82,79.53,107.64,41.58,65.02,81.04,34.73,31.77,117.69,84.9,69.17,76.72,76.35,29.05,119.02,20.82,102.09,57.33,79.13,27.95,41.81,38.15,29.86,52.58,92.59,118.41,57.56,63.8,44.82,78.29,101,28.76,53.08,86.57,95.94,58.8,83.55,26.48,70.01,40.47,69.76,35.02,70.34,76.75,97.03,35.68,76.07,19.73,122.74,84.15,65.28,69.22,81.87,85.01,60.66,22.22,74.3,100.12,58.83,45.59,62.17,77.36,31.79,24.22,83.18,68.05,28.11,59.84,43.62,24.38,17.33,44.49,109.99,25.66,34.68,82.12,84.92,52.83,30.37,46.91,94.53,56.84,25.26,73.39
55.97,78.8,102.69,71.46,76.29,45.48,27.11,32.67,110.69,48.18,67.41,82.02,57.15,70.76,74.07,26.59,83.6,39.15,40.21,49.6,59.05,85.08,88.27,39,56.21,80.15,53.18,99.53,70.92,42.28,79.82,66.03,62.26,97.31,66.11,19.49,77.76,38.63,21.6,74.87,43,64.3,112.8,41.72,35.12,34.57,57.95,60.74,54.68,32.47,81.47,93.66,33.46,33.46,30.8,62.53,50.52,61.6,78.36,54.24,57.74,83.14,80.04,96.93,24.18,75.79,107.39,21.7,117.79,105.95,82.15,40.89,54.68,59.49,76.17,110.91,33.97,83.32,94.14,42.57,80.2,21.14,71.97,100.46,40.33,108.6,97.87,78.88,78.97,42.53,75,105.38,43.56,111.8,70.27,62.66,86.28,20.21,84.21,41.28,40.94,32.04,25.85,82.48,76.41,32.62,105.15,85.01,103.21,50.51,26.41,104.41,58.42,111.45,23.16,40.14,92.77,27.88,37.19,17.45,94.75,37.53,59.85,19.64,37.06,73.66,102.41,67.52,60.8,81.61,45.76,48.43,81.46,40.5,59.79,39.82,74.95,48.89,89.53,77.11,102.59,84.18,95.08,38.62,68.51,103.4,55.25,36.2,45.34,92.44,49.8,75.11,46.72,69.93,87.14,33.62,101.89,78.86,18.09,101.59,62.48,59.55,26.93,38.27,96.05,79.39,87.33,69.29,66.48,53,59.93,65.4,85.68,40.71,55.92,68.25,91.71,24.47,91.16,63.82,56.42,52.66,84.75,52.61,78.75,59.07,55.56,74.66,119.1,20.76,30.02,66.85,27.38,47.57,67.94,24.55,80.16,20.56,103.46,38.85,31.92,67.65,86,34.17,52.72,95.99,50.12,31.45,49.47,116.13,87.15,99.33,82.91,29.94,113.32,43.34,70.39,87.61,90.38,37.07,66.93,62.74,38.82,37.49,80.5,93.07,63.08,96.47,92.78,33.42,100.96,27.11,114,47.86,65.47,26.09,43.7,40.53,28.78,43.92,84.26,116.62,51.62,58.79,43.03,93.95,94.92,20.96,55.73,92.15,91.09,74.85,100.63,35.35,73.11,37.84,88.2,41.38,76.48,87.72,79.6,29.69,71.83,23.28,115.22,94.77,74.21,81.95,67.71,76.61,45.38,22.61,85.77,114.49,68.73,31.95,55.44,64.89,27.54,31.18,77.94,78.18,28.17,71.03,36.06,24.69,19.93,36.85,78.95,22.46,32.44,78.6,88.21,71.88,30.88,46.09,80.63,69.22,19.39,64.16
54.91,106.59,88.63,61.11,58.27,56.62,28.54,41.65,104.19,56.07,70.61,87.74,61.89,72.82,81.77,32.92,92.31,45.39,34.3,48.68,55.21,101.22,88.86,40.7,70.95,67.2,41.2,87.82,92.34,38.6,84.27,78.87,60.68,108.43,81.73,19.62,83.65,25.8,24.44,88.88,46.88,66.08,112.21,35.24,41.96,33.46,72.91,77.64,64.96,28.14,91.93,103.99,35.55,34.11,40.63,51.52,42.11,72.86,64.96,59.82,39.35,114.69,83.45,111.88,23.31,77.19,106.18,23.45,109.99,86.6,74.46,44.16,54.49,60.32,92.7,117.52,35.02,108.05,98.54,49.29,86,30.49,85.4,99.42,59.6,117.83,107.5,72.61,96.55,35.11,67.07,115.37,33.27,110.64,69.69,68.38,122.34,20.08,68.76,33.11,54.52,32.06,24.76,85.25,86.81,32.57,101.41,70.94,93.9,50.6,24.72,82.57,77.62,89.63,24.42,38.79,76.66,21.91,34.83,26.74,73.07,39.68,50.27,25.06,34.82,68.8,81.73,84.99,71.98,68.45,60.7,52.46,81.62,45.63,74.91,43.07,50.13,53.86,71.23,93.88,87.94,102.99,93.1,36.55,74.59,88.48,42.78,49.17,51.91,67.93,51.41,68.38,46.22,69.99,122.36,26.37,90.02,84.06,24.07,95.89,73.97,62.48,27.1,37.11,97.73,66.75,107.21,91.69,48.59,46.52,66.64,61.65,88.15,29.39,45.45,84.06,101.4,29.93,87.4,63.54,52.29,54.94,72.3,58.29,80.48,77.65,71.64,81.31,88.89,19,24.36,64.94,22.16,39.57,58.3,33.32,96.89,19.89,82.27,46.37,34.14,93.26,105.08,32.05,41.88,85.86,45.75,29.48,46.22,86.9,78.9,110.95,96.38,30.55,101.57,52.39,75.33,77.01,99.86,38.44,59.64,82,39.78,31.61,98.69,107.31,59.96,88.76,65.06,26.14,107.49,22.94,102.89,54.67,57.11,25.33,52.95,35.96,22.77,62.54,79.71,101.85,50.79,81.44,46.58,71.08,104.76,19.94,62.56,114.49,66.47,68.18,94.6,26.15,76.76,42.27,80.28,42.23,75.43,78.94,67.55,33.75,71.77,20.16,96.65,90.14,68.07,80.86,59.25,68.41,45.75,31.06,83.54,105.1,62.94,39.4,57.86,61.52,23.42,23.65,83.81,76.72,32.66,72.63,46.82,24.24,21.31,45.23,100.23,29.24,35.96,83.99,94.68,58.18,38.42,31.8,95.83,49.37,28.95,70.22
